0.0		129
2.0		10
3.0		12
4.0		16
5.0		8
6.0		5
7.0		8
8.0		9
9.0		8
10.0		4
11.0		6
12.0		8
13.0		4
14.0		5
15.0		3
16.0		6
17.0		4
18.0		6
19.0		5
20.0		2
21.0		3
22.0		8
23.0		2
24.0		2
25.0		1
26.0		1
27.0		1
28.0		5
30.0		1
31.0		1
32.0		3
33.0		2
34.0		6
35.0		2
37.0		3
36.0		4
38.0		1
39.0		2
41.0		2
40.0		1
43.0		1
44.0		3
45.0		2
47.0		3
48.0		1
49.0		4
51.0		1
53.0		3
52.0		1
54.0		3
55.0		3
56.0		2
57.0		2
58.0		1
59.0		1
61.0		1
63.0		1
66.0		2
67.0		1
64.0		2
68.0		1
71.0		1
69.0		1
72.0		2
75.0		2
74.0		1
77.0		1
79.0		3
76.0		2
82.0		2
83.0		1
84.0		1
86.0		1
88.0		1
91.0		2
92.0		1
94.0		1
101.0		1
103.0		1
102.0		1
107.0		2
104.0		2
106.0		1
108.0		1
110.0		1
109.0		1
115.0		1
123.0		2
120.0		1
126.0		2
129.0		3
130.0		1
128.0		2
134.0		1
138.0		1
151.0		1
148.0		1
145.0		1
150.0		1
154.0		1
163.0		1
165.0		1
166.0		1
168.0		3
171.0		1
170.0		1
175.0		1
173.0		1
172.0		1
190.0		1
187.0		1
189.0		1
193.0		2
196.0		1
203.0		1
206.0		1
200.0		1
211.0		1
224.0		2
228.0		1
225.0		1
235.0		1
254.0		1
261.0		1
260.0		1
285.0		1
276.0		1
297.0		1
309.0		1
320.0		1
338.0		1
344.0		1
359.0		1
367.0		1
377.0		1
395.0		1
393.0		1
408.0		1
435.0		1
463.0		1
492.0		1
483.0		1
503.0		1
539.0		1
538.0		1
536.0		1
582.0		1
580.0		1
655.0		1
646.0		1
642.0		1
643.0		1
645.0		2
734.0		1
745.0		1
754.0		1
781.0		1
843.0		1
891.0		1
939.0		1
970.0		1
969.0		1
1002.0		1
1052.0		1
1166.0		1
1622.0		1
1606.0		1
1.0		27
